Name,Platform,YearOfRelease,Genre,Publisher,Developer,NorthAmericaSales,EuropeSales,JapanSales,OtherSales,GlobalSales,CriticScore,UserScore,UserCount
Disney's Donald Duck: Goin' Quackers,PS,2000,Platform,Ubisoft,Ubisoft Shanghai,0.08,0.06,0,0.01,0.15,65,7,10
Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,Ubisoft,Disney Interactive,0.04,0.03,0,0.01,0.08,73,7.3,7
Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,Argonaut Games,0.05,0.04,0,0.01,0.09,61,8.3,7
Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000,Platform,Eidos Interactive,Toys for Bob,0.34,0.23,0,0.04,0.62,14,1,26
Dino Crisis 2,PS,2000,Action,Virgin Interactive,Capcom,0.34,0.49,0.28,0.1,1.21,86,9,91
Digimon World 2,PS,2000,Role-Playing,Namco Bandai Games,Bandai,0.23,0.16,0.16,0.04,0.58,42,7.6,47
Diablo II,PC,2000,Role-Playing,Havas Interactive,Blizzard North,0.01,0.1,0,0.02,0.13,88,8.8,1056
Deus Ex,PC,2000,Role-Playing,Eidos Interactive,Ion Storm,0,0.01,0,0,0.01,90,9.3,1069
Destruction Derby Raw,PS,2000,Racing,Sony Computer Entertainment,Studio 33,0.08,0.05,0,0.01,0.14,69,7.3,14
Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",0.91,0.11,0,0.03,1.05,82,8.4,5
Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,Level 5,0.83,0.44,0.08,0.19,1.54,80,8.2,99
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,Konami,0.02,0.02,0,0,0.04,74,8.3,13
Crash Bash,PS,2000,Misc,Sony Computer Entertainment,Eurocom Entertainment Software,1.56,1.47,0.19,0.17,3.39,68,8.2,99
Cool Boarders 2001,PS,2000,Sports,Sony Computer Entertainment,Idol Minds,0.23,0.16,0,0.03,0.41,56,1,29
Contender 2,PS,2000,Fighting,3DO,Bam Entertainment,0.31,0.21,0,0.04,0.55,14,1,39
Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,Codemasters,0.02,0.8,0.02,0.07,0.91,90,8.7,31
Chicken Run,PS,2000,Adventure,Eidos Interactive,Blitz Games,0.07,0.05,0,0.01,0.13,75,6.2,6
Championship Surfer,PS,2000,Sports,Mattel Interactive,Krome Studios,0.03,0.02,0,0,0.06,57,1,30
Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,Capcom,0,0,0.22,0,0.22,80,9,24
Buzz Lightyear of Star Command,PS,2000,Platform,Activision,Traveller's Tales,0.35,0.24,0,0.04,0.63,54,5.3,4
Breath of Fire IV,PS,2000,Role-Playing,Capcom,Capcom,0.11,0.08,0.34,0.04,0.56,83,8.9,45
Batman Beyond: Return of the Joker,PS,2000,Action,Ubisoft,Kemco,0.09,0.06,0,0.01,0.17,6,4.3,7
Ball Breakers,PS,2000,Action,Take-Two Interactive,Lost Toys,0.1,0.07,0,0.01,0.18,68,5.3,4
ATV: Quad Power Racing,PS,2000,Racing,Acclaim Entertainment,Climax Group,0.58,0.39,0,0.07,1.04,42,2,25
Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,Digital Eclipse,0.1,0.07,0,0.01,0.18,72,1,26
Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,3DO,0.14,0.09,0,0.02,0.24,48,7.3,7
Army Men: Air Attack 2,PS,2000,Action,3DO,3DO,0.17,0.11,0,0.02,0.3,74,5.3,4
Armored Core 2,PS2,2000,Simulation,Ubisoft,From Software,0.28,0.22,0.23,0.07,0.79,78,8.4,19
Aqua Aqua,PS2,2000,Puzzle,3DO,Zed Two Limited,0.05,0.04,0,0.01,0.11,79,2,19
Animorphs: Shattered Reality,PS,2000,Action,Infogrames,SingleTrac,0.03,0.02,0,0,0.06,27,1,48
Alien Resurrection,PS,2000,Shooter,Fox Interactive,Argonaut Games,0.09,0.06,0,0.01,0.16,61,7.5,15
Airline Tycoon,PC,2000,Simulation,Interplay,Spellbound,0,0.01,0,0,0.02,15,8,9
Age of Empires: Collector's Edition,PC,2000,Strategy,Ubisoft,Ensemble Studios,0.02,0.1,0,0.02,0.14,10,8,6
Action Bass,PS,2000,Action,Take-Two Interactive,Vingt-et-un Systems,0.64,0.43,0,0.07,1.14,51,2,29
007: The World is not Enough,PS,2000,Action,Electronic Arts,Black Ops Entertainment,0.51,0.35,0,0.06,0.92,61,6.7,44
007 Racing,PS,2000,Racing,Electronic Arts,Eutechnyx,0.3,0.2,0,0.03,0.53,51,4.6,14
Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami Digital Entertainment,WinkySoft,0.04,0.02,0,0,0.06,71,9,9
Zone of the Enders,PS2,2001,Shooter,Konami Digital Entertainment,KCEJ,0.3,0.24,0.13,0.08,0.75,78,7.4,49
Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,Cave,0.02,0.02,0,0.01,0.05,58,6.3,7
XGIII: Extreme G Racing,GC,2001,Racing,Acclaim Entertainment,Acclaim,0.12,0.03,0,0,0.15,83,7.8,14
X-Men: Reign of Apocalypse,GBA,2001,Action,Activision,Digital Eclipse,0.2,0.08,0,0.01,0.28,61,2,26
X-Men: Mutant Academy 2,PS,2001,Fighting,Activision,Paradox Development,0.4,0.27,0,0.05,0.72,72,8.4,18
WTA Tour Tennis,PS2,2001,Sports,Konami Digital Entertainment,Konami,0.03,0.02,0,0.01,0.05,50,2,22
Worms World Party,PC,2001,Strategy,Virgin Interactive,Team 17,0,0.01,0,0,0.02,75,7.6,68
World's Scariest Police Chases,PS,2001,Racing,Activision,UDS,0.2,0.14,0,0.02,0.36,54,6.3,4
World Tour Soccer 2002,PS2,2001,Sports,Sony Computer Entertainment,SCEE London Studio,0.07,0.05,0,0.02,0.14,77,7.5,10
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,EKO Software,0.02,0.02,0,0.01,0.05,64,7.4,5
Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,Ubisoft,Racjin,0.04,0.03,0,0.01,0.09,70,7.5,6
Wave Rally,PS2,2001,Racing,Eidos Interactive,Opus,0.13,0.1,0,0.03,0.27,62,1,40
Wave Race: Blue Storm,GC,2001,Racing,Nintendo,Nintendo,0.4,0.1,0.09,0.02,0.6,80,8.3,29
Warriors of Might and Magic,PS2,2001,Adventure,3DO,3DO,0.09,0.07,0,0.02,0.17,49,4.5,6
WarJetz,PS2,2001,Shooter,3DO,3DO,0.02,0.02,0,0.01,0.04,59,5.5,4
Wario Land 4,GBA,2001,Platform,Nintendo,Nintendo,0.9,0.73,0.54,0.09,2.26,88,8.9,42
Vanishing Point,PS,2001,Racing,Acclaim Entertainment,Clockwork Games,0.06,0.04,0,0.01,0.1,68,2,17
Vampire Night,PS2,2001,Shooter,Sony Computer Entertainment,Wow Entertainment,0.07,0.05,0,0.02,0.14,65,8,5
Universal Studios Theme Parks Adventure,GC,2001,Misc,Kemco,Kemco,0.08,0.02,0,0,0.1,39,2.9,11
Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,Incognito Inc.,1.19,0.17,0,0.05,1.41,91,8.4,98
Tsugunai: Atonement,PS2,2001,Role-Playing,Sony Computer Entertainment,Cattle Call,0.02,0.01,0.02,0,0.06,67,1,28
Toy Story Racer,PS,2001,Racing,Activision,Traveller's Tales,0.08,0.06,0,0.01,0.15,76,8.7,9
Top Gun: Combat Zones,PS2,2001,Simulation,Titus,Titus Software,0.45,0.35,0,0.12,0.92,63,3.3,9
Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,Neversoft Entertainment,2.66,1.29,0.01,0.46,4.41,97,7.5,298
Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,Shaba Games,1.09,0.49,0.02,0.07,1.67,87,8.3,36
Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,Neversoft Entertainment,0.64,0.17,0,0.02,0.82,91,9,27
Tony Hawk's Pro Skater 2x,XB,2001,Sports,Activision,Treyarch,0.41,0.19,0,0.03,0.63,78,8.8,5
Tony Hawk's Pro Skater 2,GBA,2001,Sports,Activision,Vicarious Visions,0.85,0.31,0,0.02,1.18,95,7.5,22
Tiny Toon Adventures: Wacky Stackers,GBA,2001,Puzzle,Conspiracy Entertainment,Warthog,0.01,0,0,0,0.02,58,1,11
Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,Flying Tiger Development,0.03,0.02,0,0,0.05,71,6.7,6
Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,Namco,0.26,0.2,0,0.07,0.53,81,7.9,20
Tiger Woods PGA Tour 2001,PS2,2001,Sports,Electronic Arts,Stormfront Studios,0.36,0.28,0,0.09,0.74,74,2,21
Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive,Core Design Ltd.,0.17,0.13,0,0.04,0.34,65,8.1,7
The Wild Thornberrys: Chimp Chase,GBA,2001,Action,THQ,Helixe,0.11,0.04,0,0,0.16,8,1,27
The Weakest Link,PS,2001,Misc,Activision,"Activision, Traveller's Tales",0.05,0.03,0,0.01,0.09,63,7.2,6
The Sims: House Party,PC,2001,Simulation,Electronic Arts,Maxis,1.23,0.83,0,0.1,2.16,74,7.9,30
The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,Maxis,1.81,0,0,0,1.82,85,7.9,70
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,Fox Interactive,2.02,1.17,0,0.42,3.61,64,7.7,32
The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,Fox Interactive,0.78,0.26,0,0.01,1.05,61,8.3,6
The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,Radical Entertainment,0.19,0.05,0,0.01,0.24,67,7.7,12
The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,BAM! Entertainment,VIS Entertainment,0.14,0.1,0,0.02,0.25,30,6.3,4
The Mummy Returns,PS2,2001,Action,Universal Interactive,Blitz Games,0.25,0.19,0,0.06,0.5,44,7,11
The Legend of Alon D'ar,PS2,2001,Role-Playing,Ubisoft,Stormfront Studios,0.04,0.03,0,0.01,0.08,43,6.7,10
Tetris Worlds,GBA,2001,Puzzle,THQ,3d6 Games,1.25,0.39,0,0.06,1.71,65,2,6
Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,Rockstar San Diego,0.15,0.03,0,0.01,0.18,64,8.3,9
Tekken Advance,GBA,2001,Fighting,Infogrames,Eighting/Raizing,0.32,0.12,0,0.01,0.45,82,8.2,13
Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,Quest,0.13,0.05,0.31,0.01,0.5,88,9.1,26
Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,Sony Bend,0.29,0.2,0,0.03,0.52,73,8.5,36
Supercar Street Challenge,PS2,2001,Racing,Activision,Exakt,0.55,0.43,0,0.14,1.12,57,7.6,9
Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft,Capcom,0.18,0.07,0,0,0.25,84,7.4,10
Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,HAL Labs,4.41,1.04,1.39,0.22,7.07,92,9.1,568
Super Monkey Ball,GC,2001,Puzzle,Atari,Amusement Vision,0.95,0.37,0.1,0.04,1.46,87,7.9,46
Super Mario Advance,GBA,2001,Platform,Nintendo,Nintendo,3.14,1.24,0.91,0.2,5.49,84,7.8,41
Super Dodge Ball Advance,GBA,2001,Sports,Ubisoft,Atlus Co.,0.14,0.05,0,0,0.2,79,2,43
Super Bust-A-Move,GBA,2001,Puzzle,Ubisoft,Taito Corporation,0.03,0.01,0,0,0.05,77,1,10
Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,Krome Studios,0.02,0.01,0,0,0.03,61,7.9,7
Stunt GP,PS2,2001,Racing,Titus,Team 17,0.02,0.02,0,0.01,0.05,49,8.1,9
Stronghold,PC,2001,Strategy,Gathering of Developers,FireFly Studios,0,0.09,0,0.02,0.11,81,8.9,224
Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,Treasure,0.02,0.02,0,0.01,0.05,65,7.8,4
Star Wars: Super Bombad Racing,PS2,2001,Racing,LucasArts,Lucas Learning,0.08,0.06,0,0.02,0.16,71,4.9,8
Star Wars: Starfighter,PS2,2001,Simulation,Activision,LucasArts,0.61,0.87,0.02,0.26,1.76,84,8,21
Star Wars: Obi-Wan,XB,2001,Action,Activision,LucasArts,0.52,0.16,0,0.02,0.7,58,5.9,14
Star Wars Starfighter: Special Edition,XB,2001,Simulation,LucasArts,Secret Level,0.3,0.1,0,0.02,0.42,76,2,43
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,Factor 5,1.03,0.75,0.03,0.09,1.9,90,8.6,80
Star Trek: Voyager Elite Force,PS2,2001,Shooter,Codemasters,Pipe Dream Interactive,0.07,0.06,0,0.02,0.15,52,6.4,5
SSX Tricky,PS2,2001,Sports,Electronic Arts,EA Canada,0.85,0.66,0,0.22,1.73,92,8.9,71
SSX Tricky,GC,2001,Sports,Electronic Arts,EA Sports Big,0.42,0.11,0,0.01,0.54,87,8.6,18
SSX Tricky,XB,2001,Sports,Electronic Arts,EA Sports Big,0.32,0.09,0,0.02,0.43,88,8.5,11
Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,Digital Eclipse,1.29,0.83,0,0.11,2.23,74,8,13
Spy Hunter,PS2,2001,Racing,Midway Games,Paradigm Entertainment,1.13,0.32,0,0.22,1.67,84,7.8,13
Sports Illustrated for Kids: Baseball,GBA,2001,Sports,BAM! Entertainment,Sennari Interactive,0.12,0.05,0,0,0.17,39,2,35
SplashDown,PS2,2001,Racing,Atari,Rainbow Studios,0.34,0.27,0,0.09,0.7,84,8.2,11
Spider-Man: Mysterio's Menace,GBA,2001,Action,Activision,Vicarious Visions,0.43,0.16,0,0.01,0.61,84,8.7,11
Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,Vicarious Visions,0.57,0.87,0.02,0.09,1.55,74,8.7,35
Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,Runecraft,0.49,0.33,0,0.06,0.87,48,6.6,16
Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,Runecraft,0.24,0.16,0,0.03,0.43,11,1,16
Soul Reaver 2,PS2,2001,Action,Eidos Interactive,Crystal Dynamics,0.27,0.21,0,0.07,0.55,80,8.5,35
Sonic Adventure 2 Battle,GC,2001,Platform,Sega,Sonic Team,1.7,0.59,0.21,0.07,2.56,73,8.3,179
Sonic Adventure 2,DC,2001,Platform,Sega,Sonic Team,0,0,0.12,0,0.12,89,8.6,236
Sonic Advance,GBA,2001,Platform,Sega,Sonic Team,1.19,0.71,0.22,0.13,2.24,87,8.1,48
Soldier of Fortune: Gold Edition,PS2,2001,Shooter,Codemasters,Pipe Dream Interactive,0.27,0.21,0,0.07,0.56,59,6.8,17
Snood,GBA,2001,Puzzle,"Destination Software, Inc",Rebellion,0.09,0.03,0,0,0.13,68,1,31
Silent Scope 2: Dark Silhouette,PS2,2001,Shooter,Konami Digital Entertainment,KCET,0.09,0.07,0,0.02,0.19,64,1,30
Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,KCET,0.21,0.06,0,0.01,0.28,84,8.3,39
Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,KCET,0.62,0.49,0,0.16,1.28,89,8.9,557
Shrek,XB,2001,Platform,TDK Mediactive,Digital Illusions,0.25,0.1,0,0.01,0.36,49,5.4,9
Shenmue II,DC,2001,Adventure,Sega,Sega AM2,0,0,0.15,0,0.15,88,9.4,201
Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,Codemasters,Dearsoft,0.36,0.28,0,0.09,0.73,64,8.7,13
Shaun Palmer's Pro Snowboarder,GBA,2001,Sports,Activision,Natsume,0.26,0.1,0,0.01,0.36,58,1,33
Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,Konami,0.09,0.07,0.03,0.02,0.21,78,8.2,19
Shadow Hearts,PS2,2001,Role-Playing,Midway Games,Sacnoth,0.09,0.07,0.1,0.02,0.28,73,8.8,55
Scooby-Doo,GBA,2001,Platform,THQ,Helixe,0.33,0.12,0,0.01,0.46,64,1,19
Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,Art,0.59,1.23,0,0.13,1.94,11,7.4,10
Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,Human Head Studios,0.13,0.1,0,0.03,0.26,53,7.3,11
Rumble Racing,PS2,2001,Racing,Electronic Arts,Electronic Arts,0.1,0.08,0,0.03,0.21,85,8.2,9
Robopon 2: Ring Version,GBA,2001,Role-Playing,Hudson Entertainment,Red 5 Software,0.01,0,0,0,0.02,68,1,34
Rez,PS2,2001,Shooter,Sony Computer Entertainment,UGA,0.03,0.02,0,0.01,0.05,78,8.3,28
Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,Capcom,1.08,0.7,0.34,0.21,2.34,84,8.4,189
Red Faction,PS2,2001,Shooter,THQ,Volition Inc.,0.76,0.96,0,0.2,1.92,88,8,69
Rayman Arena,PS2,2001,Racing,Ubisoft,Ubisoft,0.29,0.23,0,0.08,0.6,63,8.6,8
Rayman Advance,GBA,2001,Platform,Ubisoft,Digital Eclipse,0.36,0.13,0,0.01,0.5,84,8.4,16
Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,Bullfrog Productions,0.1,0.08,0,0.03,0.21,84,7.2,11
Puyo Pop,GBA,2001,Puzzle,Sega,Sonic Team,0.04,0.01,0,0,0.05,84,2,43
Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,Bizarre Creations,1.37,0.61,0.05,0.09,2.12,85,8.2,28
Project Eden,PS2,2001,Action,Eidos Interactive,Core Design Ltd.,0.04,0.03,0,0.01,0.09,71,7.8,8
Prehistorik Man,GBA,2001,Platform,THQ,Titus Software,0.01,0.01,0,0,0.02,69,1,47
Portal Runner,PS2,2001,Platform,3DO,3DO,0.06,0.05,0,0.02,0.13,53,6.7,6
Planet of the Apes,GBA,2001,Action,Ubisoft,Torus Games,0.02,0.01,0,0,0.03,54,1,35
Planet Monsters,GBA,2001,Action,Titus,Planet Interactive,0.01,0,0,0,0.01,67,1,29
Pitfall: The Mayan Adventure,GBA,2001,Platform,Interplay,Pipe Dream Interactive,0.2,0.07,0,0.01,0.28,58,1,42
Pipe Dreams 3D,PS,2001,Puzzle,Empire Interactive,Sick Puppies,0.08,0.05,0,0.01,0.14,1,1,45
Pinobee: Wings of Adventure,GBA,2001,Platform,Hudson Entertainment,Artoon,0.06,0.02,0,0,0.08,61,2,38
Pikmin,GC,2001,Strategy,Nintendo,Nintendo,0.78,0.25,0.56,0.04,1.63,89,8.7,121
Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,Sonic Team,0,0,0.19,0,0.19,80,8.9,18
Paris-Dakar Rally,PS2,2001,Racing,Acclaim Entertainment,Broadsword Interactive,0.08,0.06,0,0.02,0.15,36,3.9,15
PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,NanaOn-Sha,0.07,0.05,0,0.02,0.14,67,6.6,26
Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,Mass Media,0.25,0.2,0,0.07,0.51,47,6.3,7
Pac-Man Collection,GBA,2001,Puzzle,Atari,Mass Media,2.07,0.77,0.05,0.05,2.94,79,7.8,4
Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,Capcom,0.99,0.48,1.09,0.14,2.7,86,8.2,56
Oni,PS2,2001,Action,Take-Two Interactive,Rockstar Toronto,0.26,0.2,0,0.07,0.53,69,7.8,22
One Piece Mansion,PS,2001,Action,Capcom,Capcom,0.01,0.01,0,0,0.02,62,1,7
Okage: Shadow King,PS2,2001,Role-Playing,Sony Computer Entertainment,Zener Works,0.14,0.11,0.08,0.04,0.36,70,8.5,14
Oddworld: Munch's Oddysee,XB,2001,Platform,Atari,Oddworld Inhabitants,0.54,0.16,0,0.03,0.73,80,8.7,32
NHL Hitz 20-02,PS2,2001,Sports,Midway Games,Black Box,0.28,0.22,0,0.07,0.56,78,7.6,8
NHL Hitz 20-02,XB,2001,Sports,Midway Games,Black Box,0.2,0.06,0,0.01,0.27,79,8.7,11
NHL Hitz 20-02,GC,2001,Sports,Midway Games,Midway,0.16,0.04,0,0.01,0.21,79,8.7,7
NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,989 Sports,0.1,0.07,0,0.02,0.2,57,4,4
NHL 2002,PS2,2001,Sports,Electronic Arts,EA Sports,0.59,0.46,0,0.15,1.2,92,8.5,26
NHL 2002,XB,2001,Sports,Electronic Arts,EA Sports,0.2,0.06,0,0.01,0.27,89,8.8,5
NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,Acclaim,0.11,0.08,0,0.03,0.22,67,7.8,6
NFL Quarterback Club 2002,GC,2001,Sports,Acclaim Entertainment,Acclaim,0.04,0.01,0,0,0.05,53,1,33
NFL GameDay 2002,PS,2001,Sports,Sony Computer Entertainment,989 Sports,0.23,0.15,0,0.03,0.4,62,8.8,4
NFL GameDay 2002,PS2,2001,Sports,Sony Computer Entertainment,Red Zone Entertainment,0.19,0.15,0,0.05,0.38,51,4.6,5
NFL 2K2,PS2,2001,Sports,Sega,Visual Concepts,0.44,0.34,0,0.11,0.89,85,7.5,6
NCAA Football 2002,PS2,2001,Sports,Electronic Arts,EA Sports,0.77,0.6,0,0.2,1.57,90,8.7,24
NCAA Final Four 2002,PS2,2001,Sports,Sony Computer Entertainment,989 Sports,0.15,0.12,0,0.04,0.31,52,6.5,8
NBA Street,PS2,2001,Sports,Electronic Arts,NuFX,2.19,0.22,0,0.38,2.79,89,8.6,39
NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,989 Sports,0.08,0.05,0,0.01,0.14,53,2,18
NBA ShootOut 2001,PS2,2001,Sports,Sony Computer Entertainment,989 Sports,0.07,0.06,0,0.02,0.15,54,2,39
NBA Live 2002,PS2,2001,Sports,Electronic Arts,Electronic Arts,0.91,0.71,0,0.24,1.86,70,7.4,8
NBA Live 2002,PS,2001,Sports,Electronic Arts,EA Canada,0.29,0.19,0,0.03,0.52,81,8.8,9
NBA Live 2002,XB,2001,Sports,Electronic Arts,Electronic Arts,0.35,0.03,0,0.02,0.4,76,7.5,6
NBA Live 2001,PS2,2001,Sports,Electronic Arts,EA Sports,0.52,0.4,0.04,0.13,1.1,74,2,6
NBA Hoopz,PS2,2001,Sports,Midway Games,Eurocom Entertainment Software,0.09,0.07,0,0.02,0.18,63,2,43
NBA Hoopz,PS,2001,Sports,Midway Games,Eurocom Entertainment Software,0.07,0.05,0,0.01,0.13,8,1,48
NASCAR Thunder 2002,PS2,2001,Racing,Electronic Arts,EA Sports,0.57,0.44,0,0.15,1.16,85,8.5,22
NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,Black Box,0.23,0.16,0,0.03,0.42,69,6.9,10
NASCAR Thunder 2002,XB,2001,Racing,Electronic Arts,EA Tiburon,0.25,0.07,0,0.01,0.33,82,2,23
NASCAR Heat 2002,PS2,2001,Racing,Infogrames,Monster Games Inc.,0.29,0.23,0,0.08,0.6,81,1,33
NASCAR Heat 2002,XB,2001,Racing,Infogrames,Monster Games Inc.,0.15,0.04,0,0.01,0.2,78,1,12
Namco Museum,GBA,2001,Misc,Namco Bandai Games,Mass Media,3,1.11,0.05,0.07,4.24,79,7.3,6
Namco Museum,PS2,2001,Misc,Namco Bandai Games,Mass Media,1.73,0.07,0,0.02,1.82,72,6,5
MXRider,PS2,2001,Racing,Atari,Paradigm Entertainment,0.16,0.13,0,0.04,0.34,69,6.8,6
MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,THQ,Pacific Coast Power & Light,0.27,0.21,0,0.07,0.56,76,8.3,9
MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,Pacific Coast Power & Light,0.1,0.03,0,0,0.13,74,1,43
Music Maker,PS2,2001,Misc,Magix,Magix,0.15,0.12,0,0.04,0.31,10,2,13
MTV Music Generator 2,PS2,2001,Misc,Codemasters,Jester Interactive,0.08,0.06,0,0.02,0.15,77,8.5,11
Mr. Driller 2,GBA,2001,Puzzle,Namco Bandai Games,Namco,0,0,0.15,0,0.16,62,2,30
Motocross Mania,PS,2001,Racing,Take-Two Interactive,Deibus Studios,0.44,0.3,0,0.05,0.79,34,5.3,6
"Monsters, Inc. Scream Team",PS,2001,Platform,Sony Computer Entertainment,Artificial Mind and Movement,0.31,0.21,0,0.04,0.56,65,6.9,8
"Monsters, Inc.",GBA,2001,Adventure,THQ,Artificial Mind and Movement,0.59,0.95,0.03,0.1,1.67,2,1,36
Monster Rancher 3,PS2,2001,Simulation,Tecmo Koei,Tecmo,0.11,0.09,0.14,0.03,0.36,77,8.5,23
Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,Sunrise Interactive,0.09,0.07,0.25,0.02,0.43,71,8.8,23
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,Atari,Capcom,0.12,0.1,0.88,0.03,1.14,73,8.8,32
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,989 Sports,0.24,0.16,0,0.03,0.43,76,8.1,8
Mister Mosquito,PS2,2001,Shooter,Eidos Interactive,Zoom,0.05,0.04,0.17,0.01,0.28,65,4.9,11
Midway's Greatest Arcade Hits,GBA,2001,Misc,Midway Games,Midway,0.18,0.07,0,0,0.25,48,2,20
Midnight Club: Street Racing,GBA,2001,Racing,Rebellion,Angel Studios,0.34,0.13,0,0.01,0.48,50,5.3,6
Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios,Kuju Entertainment,0,0.04,0,0.01,0.05,84,8.4,21
MetropolisMania,PS2,2001,Strategy,Natsume,Indi,0.04,0.03,0,0.01,0.09,63,7.1,16
Metal Slug X,PS,2001,Shooter,Virgin Interactive,ProSoft,0.05,0.03,0,0.01,0.09,85,8.8,31
Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,KCEJ,2.45,2.01,0.87,0.72,6.05,96,8.7,1026
Mega Man X6,PS,2001,Action,Capcom,Capcom,0.14,0.1,0.16,0.03,0.42,65,6.8,44
Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,Capcom,0.14,0.05,0.22,0.01,0.42,79,8.9,24
MDK2 Armageddon,PS2,2001,Shooter,Virgin Interactive,BioWare,0.08,0.07,0,0.02,0.17,80,8.3,11
Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,Capcom,0.38,0.29,0,0.1,0.77,84,8.7,16
Max Payne,PS2,2001,Shooter,Take-Two Interactive,Rockstar Toronto,1.99,1.05,0.05,0.22,3.31,80,8.5,86
Max Payne,XB,2001,Shooter,Take-Two Interactive,neo Software,0.98,0.19,0,0.05,1.22,89,8.3,61
Max Payne,PC,2001,Shooter,Take-Two Interactive,Remedy Entertainment,0,0.02,0,0,0.02,89,9.1,1016
Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,Shaba Games,0.3,0.2,0,0.04,0.54,80,8.6,16
Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision,HotGen,0.19,0.07,0,0,0.27,71,1,27
Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,Coyote Developments,0.06,0.04,0,0.01,0.11,64,6.1,16
Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,Intelligent Systems,2.62,1.64,0.99,0.23,5.47,93,8.3,108
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,EA Sports,2.5,0.16,0.01,0.42,3.08,94,7.9,46
